repo,month,IssueCommentEvent,PullRequestReviewEvent,PullRequestEvent,PushEvent,PullRequestReviewCommentEvent,IssuesEvent,ForkEvent,CreateEvent,WatchEvent,DeleteEvent,ReleaseEvent,total
hyperledger/aries-cloudagent-python,2024-09,2,3,0,0,0,1,0,0,0,0,0,6
hyperledger/aries-agent-test-harness,2020-09,0,0,0,0,0,2,0,0,0,0,0,2
hyperledger/aries-agent-test-harness,2020-10,0,2,0,0,0,1,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2020-11,6,4,7,2,4,0,0,0,0,0,0,23
hyperledger/aries-agent-test-harness,2020-12,10,9,11,6,0,0,0,0,0,0,0,36
hyperledger/aries-agent-test-harness,2021-01,6,7,4,1,0,0,0,0,0,0,0,18
hyperledger/aries-agent-test-harness,2021-02,3,2,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-agent-test-harness,2021-03,12,5,6,0,0,0,0,0,0,0,0,23
hyperledger/aries-agent-test-harness,2021-04,3,4,14,3,2,1,0,0,0,0,0,27
hyperledger/aries-agent-test-harness,2021-05,13,5,4,1,1,0,0,0,0,0,0,24
hyperledger/aries-agent-test-harness,2021-06,5,2,2,1,0,0,0,0,0,0,0,10
hyperledger/aries-agent-test-harness,2021-07,6,11,4,1,1,0,0,0,0,0,0,23
hyperledger/aries-agent-test-harness,2021-09,0,2,1,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2021-10,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2021-11,9,4,4,0,1,0,0,0,0,0,0,18
hyperledger/aries-agent-test-harness,2021-12,0,4,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2022-01,2,2,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2022-02,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2022-07,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2022-08,0,0,3,1,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2022-09,0,1,2,1,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2022-10,5,7,1,1,1,0,0,0,2,0,0,17
hyperledger/aries-agent-test-harness,2022-11,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2022-12,2,0,2,0,0,0,0,0,0,0,0,4
hyperledger/aries-agent-test-harness,2023-09,1,1,1,0,0,0,0,0,0,0,0,3
hyperledger/aries-agent-test-harness,2023-12,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-agent-test-harness,2024-01,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-sdk,2018-01,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/indy-sdk,2018-09,1,0,3,0,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2018-10,2,0,4,0,0,0,0,0,0,0,0,6
hyperledger/indy-sdk,2018-11,5,0,2,0,0,0,0,0,0,0,0,7
hyperledger/indy-sdk,2018-12,1,0,2,0,0,0,0,0,0,0,0,3
hyperledger/indy-sdk,2019-01,7,0,4,0,0,0,0,0,0,0,0,11
hyperledger/indy-sdk,2019-02,2,0,4,0,3,0,0,0,0,0,0,9
hyperledger/indy-sdk,2019-03,3,0,1,0,3,0,0,0,0,0,0,7
hyperledger/indy-sdk,2019-04,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2019-05,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2019-07,2,0,1,0,1,0,0,0,0,0,0,4
hyperledger/indy-sdk,2019-08,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2019-12,2,0,0,0,2,0,0,0,0,0,0,4
hyperledger/indy-sdk,2020-01,2,0,1,0,1,0,0,0,0,0,0,4
hyperledger/indy-sdk,2020-05,1,0,1,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2020-06,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2020-07,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2020-09,5,0,0,0,0,1,0,0,0,0,0,6
hyperledger/indy-sdk,2020-10,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/indy-sdk,2020-11,16,7,22,7,0,0,0,1,0,1,0,54
hyperledger/indy-sdk,2020-12,5,6,5,0,5,0,0,0,0,0,0,21
hyperledger/indy-sdk,2021-01,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2021-02,0,0,3,1,0,0,0,1,0,0,1,6
hyperledger/indy-sdk,2021-03,3,3,2,3,0,0,0,0,0,0,0,11
hyperledger/indy-sdk,2021-04,2,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-sdk,2021-05,2,2,3,1,0,1,0,0,0,0,0,9
hyperledger/indy-sdk,2021-06,3,0,1,0,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2021-11,5,3,0,0,1,0,0,0,0,0,0,9
hyperledger/indy-sdk,2021-12,2,1,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-sdk,2022-01,1,3,1,1,0,0,0,0,0,0,0,6
hyperledger/indy-sdk,2022-02,1,3,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2022-04,1,1,1,1,0,0,0,0,0,0,0,4
hyperledger/indy-sdk,2022-06,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/indy-sdk,2023-01,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2023-02,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-sdk,2023-03,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy,2024-11,13,1,0,0,0,0,1,0,0,0,0,15
openwallet-foundation/acapy,2024-12,17,3,6,2,1,0,0,1,0,0,0,30
openwallet-foundation/acapy,2025-01,2,6,3,2,1,0,0,0,0,0,0,14
openwallet-foundation/acapy,2025-03,19,11,5,1,1,2,0,0,0,0,0,39
openwallet-foundation/acapy,2025-04,3,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/owl-agent-test-harness,2024-11,3,0,0,0,0,0,1,0,0,0,0,4
openwallet-foundation/owl-agent-test-harness,2024-12,3,0,0,0,0,0,0,0,0,0,0,3
openwallet-foundation/owl-agent-test-harness,2025-01,17,0,5,1,0,0,0,0,0,0,0,23
openwallet-foundation/owl-agent-test-harness,2025-03,4,2,2,0,1,1,0,0,0,0,0,10
hyperledger/indy-plenum,2018-01,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/indy-plenum,2021-01,3,1,1,0,0,0,0,0,0,0,0,5
hyperledger/indy-plenum,2021-02,0,3,4,0,0,0,0,0,0,0,0,7
hyperledger/indy-plenum,2021-03,0,4,0,0,4,0,0,0,0,0,0,8
hyperledger/indy-plenum,2021-07,1,4,0,0,1,0,0,0,0,0,0,6
hyperledger-labs/business-partner-agent,2021-02,5,0,1,0,0,2,1,0,0,0,0,9
hyperledger-labs/business-partner-agent,2021-03,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/business-partner-agent,2021-07,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-labs/business-partner-agent,2021-09,7,0,0,0,0,0,0,0,0,0,0,7
hyperledger-labs/business-partner-agent,2021-12,0,0,2,0,0,0,0,0,0,0,0,2
hyperledger/aries-mobile-agent-react-native,2021-11,13,0,0,0,0,2,0,0,0,0,0,15
hyperledger/aries-mobile-agent-react-native,2021-12,2,0,0,0,0,2,0,0,0,0,0,4
hyperledger/aries-endorser-service,2022-11,0,0,2,1,0,0,0,0,0,0,0,3
hyperledger/aries-endorser-service,2022-12,0,1,1,1,1,0,0,0,0,0,0,4
hyperledger/aries-endorser-service,2023-07,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2024-02,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2024-08,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-endorser-service,2024-09,0,3,2,0,0,0,0,0,0,0,0,5
hyperledger/aries-mediator-service,2021-12,2,3,3,1,1,1,0,0,0,0,0,11
hyperledger/aries-mediator-service,2023-01,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2023-02,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mediator-service,2023-09,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger-labs/acapy-java-client,2021-07,0,0,1,0,0,0,1,0,0,0,0,2
hyperledger-labs/acapy-java-client,2021-12,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger-labs/acapy-java-client,2022-01,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger-labs/acapy-java-client,2022-04,4,0,0,0,0,0,0,0,0,0,0,4
hyperledger/indy-vdr,2020-12,0,4,0,0,0,0,1,0,0,0,0,5
hyperledger/indy-vdr,2021-02,0,1,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-vdr,2024-09,3,0,0,0,0,0,0,0,0,0,0,3
hyperledger/indy-hipe,2018-07,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/indy-hipe,2018-10,4,0,1,0,0,0,0,0,0,0,0,5
hyperledger/indy-hipe,2018-11,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/indy-hipe,2019-01,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/indy-node-monitor,2020-09,3,3,0,0,1,0,1,0,0,0,0,8
hyperledger/aries-rfcs,2020-03,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/aries-rfcs,2020-04,0,0,1,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-05,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2020-10,2,0,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-rfcs,2021-03,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-rfcs,2021-11,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/anoncreds-rs,2023-01,2,0,0,0,0,1,0,0,0,0,0,3
hyperledger/anoncreds-rs,2024-01,1,0,0,0,0,2,0,0,0,0,0,3
hyperledger/aries-acapy-docs,2023-03,0,5,0,0,0,0,0,0,0,0,0,5
hyperledger/aries-askar,2021-01,0,3,0,0,0,0,0,0,0,0,0,3
hyperledger/aries-askar,2021-03,0,2,0,0,0,0,0,0,0,0,0,2
hyperledger/aries-acapy-plugins,2024-02,1,3,0,0,0,0,0,0,0,0,0,4
hyperledger/aries-acapy-wallet-upgrade,2023-02,1,1,0,0,0,1,1,0,0,0,0,4
hyperledger/aries-framework-go,2020-11,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/aries-framework-go,2021-03,0,0,0,0,0,1,0,0,0,0,0,1
hyperledger/indy-node,2018-01,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/indy-node,2021-03,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-plugins,2025-01,1,0,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-plugins,2025-03,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger-labs/business-partner-agent-chart,2021-07,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-acapy-plugin-toolbox,2020-10,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/aries-framework-javascript,2021-11,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-mobile-test-harness,2022-02,1,0,0,0,0,0,0,0,0,0,0,1
hyperledger/aries-protocol-test-suite,2020-08,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/aries-toolbox,2020-10,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/composer,2017-06,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/indy-rfc,2018-05,0,0,0,0,0,0,1,0,0,0,0,1
hyperledger/ursa,2019-12,0,0,0,0,0,0,1,0,0,0,0,1
openwallet-foundation/acapy-endorser-service,2024-12,0,1,0,0,0,0,0,0,0,0,0,1
openwallet-foundation/acapy-tools,2024-11,0,0,0,0,0,1,0,0,0,0,0,1
openwallet-foundation/project-proposals,2024-09,0,1,0,0,0,0,0,0,0,0,0,1
